番号,受付日,住所,申告方法,車名,初度登録年月,型式,通称名,総走行距離,原動機型式,不具合装置,発生時期,申告内容
3049,"2024年01月09日","静岡県","ＨＰ","ニッサン","2023/07","2RG-AJR88A","アトラス","80 Km","4JZ1","車枠・車体","２０２３年７月１２日","発進時、床下からグワーンと異音が発生しアクセルペダルに振動がくる。"
3050,"2024年01月09日","神奈川県","ＨＰ","トヨタ","2019/06","5BA-M700A","パッソＭＯＤＡ","22,769 Km","1KR","エンジン","２０２４年１月４日","スーパーの立体駐車場内の坂道で停止後に発進しようとしたがアクセルペダルを踏んでも発進しなかった。エンジンをかけ直したり、Ｐにギアチェンジしても変化がなく、Ｓにギアチェンジしたところ発進することができた。"
3051,"2024年01月09日","大阪府","ＨＰ","ニッサン","2023/07","6AA-E13","ノート","6,702 Km","HR12-EM47","電気装置","２０２３年１０月１日","一般道路を走行中、警告灯点灯と、急な減速が発生した。点検の結果、マスタバック圧力センサー信号がノイズの影響をうけ、コントロールユニットが誤った判断をし警告灯点灯をさせる原因となっていた。対策のため、ノイズを抑えるフェライトコアが装着された。"
3052,"2024年01月09日","富山県","ＨＰ","ランドローバー","2018/03","LDA-LV2NB","レンジローバーＥｖｏｑｕｅ","18,377 Km","204DT","車枠・車体","２０２３年２月１０日","運転席の座席シートがずぶ濡れ状態になっていたため、確認したところ、車の屋根とフロントガラスの隙間から雨漏りしているのを発見した。"
3053,"2024年01月09日","東京都","ＨＰ","メルセデス・ベンツ","2018/07","LDA-213217","Ｅ２２０ｄ　４ＭＡＴＩＣ　ＳＷ","53,835 Km","654","エンジン","２０２３年１０月２５日","高速道路走行中に時速８０ｋｍ以上の速度がでなくなり、路肩にて止めてエンジンを一度停止したら、完全にエンジンが掛からなくなった。整備工場で点検ソフトで確認したところ、燃料がエンジンまで来ていないという表示だったため、燃料フィルタを目視で確認したところ、金属片（鉄粉）の付着が確認された。"
3054,"2024年01月09日","神奈川県","ＨＰ","スバル","2018/10","CBA-VAB","ＷＲＸ　ＳＴＩ","30,960 Km","EJ20","エンジン","２０２４年１月６日","高速道路を走行中、エアコンコンプレッサーのマグネットクラッチが固着し、コンプレッサーの回転が止まったため、エアコンコンプレッサーＶベルトが破断し、過負荷による電気系統に異常が発生しエアコン制御を含む空調のリレーが切れてしまったためにエアコンやデフロスタ等の操作スイッチが反応しなくなった。"
3055,"2024年01月09日","茨城県","電話","ダイハツ","2016/05","DBA-LA300S","ミラ","32,200 Km","KF","乗車装置","２０２２年１２月","コンクリートにぶつかってしまった際にエアバックが開かなかった。"
3056,"2024年01月08日","山梨県","ＨＰ","ホンダ","2016/03","DBA-JF1","Ｎ　ＢＯＸ","62,304 Km","S07A","エンジン","２０２３年３月ごろより　１１月ごろより頻","エンジンスタートボタンを押してもエンジンが始動しない。"
3057,"2024年01月08日","千葉県","ＨＰ","シトロエン","2016/09","LDA-B7CAH02","ＤＳ４","47,300 Km","AH02","排ｶﾞｽ･騒音","２０２３年１２月","走行中にエンジンフォルト　リペアニードとエミッションフォルトとサービスの警告灯が表示され、１１００ｋｍ以内にエンジン停止のカウントダウン表示が出るようになった。ディーラーでアドブルータンク交換が必要と言われた。"
3058,"2024年01月07日","山口県","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","2017/02","DBA-KF5P","ＣＸ－５","17,900 Km","PY","乗車装置","２０２０年７月","後部座席右のシートベルトが最大限に出きったまま元に戻らないので、使用不可能になった。"
3059,"2024年01月07日","岐阜県","ＨＰ","ＢＭＷ","2018/06","DBA-XM15","ＭＩＮＩ　Ｃｏｏｐｅｒ","26,000 Km","B38A15A","エンジン","２０２３年１１月２７日","信号待ちで止まったら、再始動しなくなった。エンジンスターターを押してもエンジンがかからず、メーターパネルに、サービスセンターに問い合わせて下さいという表示がでた。"
3060,"2024年01月06日","愛知県","ＨＰ","ホンダ","2023/09","6BA-JF3","Ｎ－ＢＯＸ","500 Km","S07B","エンジン","２０２３年１２月","交差点で停止した際にアイドリングストップでエンジンが停止、その後エンジンがかからなくなった。ＮやＰのいずれのシフト位置においてもエンジンがかからずレッカーを呼んだ。"
3061,"2024年01月06日","兵庫県","ＨＰ","スズキ","2016/03","DBA-HA36S","アルト","22,000 Km","R06A","エンジン","２０２３年１２月","高速道路走行中（渋滞中）エンストが３回発生し、渋滞緩和後、異音がしだし車両前側から白煙が出たため緊急停車した。最寄りのディーラーに運んでもらい調査の結果、エンジンがこわれている。エンジンブロックに穴があいている。とのことだった。"
3062,"2024年01月06日","愛知県","ＨＰ","スズキ","2017/12","DAA-MR41S","ハスラー","50,000 Km","R06A-WA04A","車枠・車体","２０２３年１２月","リアゲートダンパー（バックドアバランサ）のガスが抜け、ドアが保持できない。"
3063,"2024年01月06日","福井県","ＨＰ","マツダ","2015/09","LDA-DK5FW","ＣＸ－３","83,600 Km","S5","乗車装置","２０２２年６月","後部座席にチャイルドシートを使っていたらシートベルトが戻らなくなっていた。"
3064,"2024年01月05日","兵庫県","ﾌﾘｰﾀﾞｲｱﾙ","ＢＭＷ","2018/01","LDA-8C20","ＢＭＷ　３２０ｄ","85,000 Km","B47D20A","車枠・車体","２０２３年１２月２４日","高速道路を走行中にエンジンから発煙したため、停車をしたところ、２～３分後に発火し、車両が燃えた。"
3065,"2024年01月05日","茨城県","電話","トヨタ","","不明","プリウス","","","乗車装置","","電柱にぶつかったにもかかわらず、エアバックが展開しなかった。"
3066,"2024年01月05日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","2014/11","DBA-DJ3FS","デミオ","136,300 Km","P3","乗車装置","１０か月くらい前から","後席シートベルトが巻き戻らなくなった。"
3067,"2024年01月05日","熊本県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2022/01","6BA-FL1","シビック","","L15C","かじ取り","購入から１年半くらい","ハンドル操作に引っかかりがあり、カーブ等において、ハンドルが曲がったまま固まった状態になる。ディーラーでギアボックスの交換を行うと診断されている。"
3068,"2024年01月05日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","ベントレー","2020/02","ABA-BBCZM","ミュルザンヌ","32,500 Km","CZM","保安灯火","２０２３年１０月ごろ","ウインカーとポジションランプの制御ユニットが故障し、警告表示が出た。"
3069,"2024年01月05日","三重県","ＨＰ","トヨタ","2023/03","6AA-MXPK11","アクア","5,900 Km","M15A-1NM","電気装置","２０２３年１２月１８日","朝出勤する時にエンジン（ＨＶ）が始動しなかった。エラー表示はバッテリーの容量不足。デイライトも右側しか点灯せず、ドアミラーも格納しなくなり、リモンコンキーでのドアロックも出来なくなった。"
3070,"2024年01月05日","千葉県","ＨＰ","ニッサン","2013/05","DBA-K13","マーチ","80,000 Km","HR12","エンジン","２０２３年１０月","走行途中やアイドリング時にエンストする。整備工場で確認したところＣＶＴ一式の交換と診断された。"
3071,"2024年01月05日","東京都","ＨＰ","フォルクスワーゲン","2016/05","ABA-6RDAJ","ポロＧＴＩ","56,000 Km","DAJ","エンジン","２０２３年１２月","セレクターポジションエラーの警告が消えなくなった。ディーラーで、シフトレバーメカニズムに属するマイクロスッチの部品故障が原因と推定された。"
3072,"2024年01月04日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2023/01","6AA-GR3","フィット","","LEB-H5","制動装置","２０２３年１２月３１日","前方に障害物がないのにも関わらず、センサーが障害物があると検知し、自動ブレーキが作動して前に進めない。"
3073,"2024年01月04日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2023/01","6AA-GR3","フィット","","LEB-H5","保安灯火","２０２３年１２月３１日","前方カメラ不良により、ヘッドライドの自動調整が効かなくなる。"
3074,"2024年01月04日","千葉県","ﾌﾘｰﾀﾞｲｱﾙ","フォルクスワーゲン","2022/10","3BA-CDDNFF","ゴルフＲ　２．０／２３５ｋＷ","","DNF","動力伝達","","高速走行時、２速、３速ギアで４０００～５０００ｒｐｍまでエンジン回転を上げていくと、エンジンが失火したような症状が出る。"
3075,"2024年01月04日","徳島県","ﾌﾘｰﾀﾞｲｱﾙ","プジョー","","-","３０８","30,000 Km","","排ｶﾞｽ･騒音","","走行中に突然大量の白煙を排気するようになり、科学的な異臭が発生した。メーターパネルにはエンジン故障、排気システム故障、アドブルー故障の表示が出ていた。"
3076,"2024年01月04日","岐阜県","ＨＰ","ホンダ","2023/12","8BJ-JB03","モンキー１２５","","JB03E","動力伝達","２０２３年１２月２３日新車受け取り後","走行中３速のみシフトアップしにくくなり、しばらくして３速へ全く入らなくなった。"
3077,"2024年01月04日","愛知県","ＨＰ","スバル","2017/07","CBA-VAB","ＷＲＸ　ＳＴＩ","49,679 Km","EJ20","保安灯火","２０２３年１２月","ステアリング連動ヘッドランプ機構の影響でヘッドランプの熱がヘッドランプリフレクターへ伝導されてヘッドランプリフレクターが溶けた。"
3078,"2024年01月04日","茨城県","ＨＰ","トヨタ","2014/04","DAA-NHP10","アクア","147,000 Km","1NZ-1LM","保安灯火","２０２３年１２月","助手席窓ガラスの内側コーティングが剥がれ、曇ったような状態で視界が悪くなった。"
3079,"2024年01月03日","神奈川県","ＨＰ","シトロエン","2017/03","LDA-B78AH01","Ｃ４ピカソ","120,100 Km","AH01","排ｶﾞｽ･騒音","２０２４年１月１日","メーターパネルに排気システム故障のエラー表示とアドブルーマークが点灯した。アドブルーを補充したがエラー表示とマーク点灯は消えない。"
3080,"2024年01月03日","奈良県","ＨＰ","ボルボ","2003/12","LA-CB5254AW","ＸＣ９０","71,000 Km","B5254","電気装置","２０２３年７月","高速走行中、ヘッドライトが何回も点滅、エアバック異常警告灯が点灯、ＡＴに振動が出て、メーターパネル消灯、ウインカー、ウインドウのスイッチが効かなくなり、ＡＴの変速もしなくなった。ディーラーでメインコンピューターの交換が見積もられた。"
